standardized_smiles,rmsd,title_vina,Original_SMILES_vina,score_vina,title_glide,Original_SMILES_glide,score_glide
N#Cc1ccc(N2CC(C(N)=O)C3(CCN(C(=O)c4ccc(F)c(F)c4)CC3)C2)cc1C(F)(F)F,1.1727645582736779,HIT101303955,N#Cc1ccc(N2CC(C(N)=O)C3(CCN(C(=O)c4ccc(F)c(F)c4)CC3)C2)cc1C(F)(F)F,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_8.sdf:39399,N#Cc1ccc(N2C[C@@H](C(N)=O)C3(CCN(C(=O)c4ccc(F)c(F)c4)CC3)C2)cc1C(F)(F)F,-6.00646
O=C(c1ccccc1NS(=O)(=O)c1ccc2c(c1)OCCO2)N1CCOCC1,2.0954235988390115,HIT101310147,O=C(c1ccccc1NS(=O)(=O)c1ccc2c(c1)OCCO2)N1CCOCC1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:30184,O=C(c1ccccc1NS(=O)(=O)c1ccc2c(c1)OCCO2)N1CCOCC1,-6.44423
O=c1cc(-c2cc3cc(Cl)ccc3o2)c2cc3c(cc2o1)CCC3,0.4556604071747573,HIT101332580,O=c1cc(-c2cc3cc(Cl)ccc3o2)c2cc3c(cc2o1)CCC3,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:16996,O=c1cc(-c2cc3cc(Cl)ccc3o2)c2cc3c(cc2o1)CCC3,-6.67414
CC1CCN(C(=O)c2cc3c(s2)CCC(C(=O)Nc2ccc4c(c2)OCCO4)C3)CC1,2.4154018419435954,HIT101334284,CC1CCN(C(=O)c2cc3c(s2)CCC(C(=O)Nc2ccc4c(c2)OCCO4)C3)CC1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_0.sdf:19010,CC1CCN(C(=O)c2cc3c(s2)CC[C@@H](C(=O)Nc2ccc4c(c2)OCCO4)C3)CC1,-6.37007
Cn1ncc2c(C(F)(F)F)cc(-c3ccc4ccccc4c3)nc21,2.025390641333172,HIT101350450,Cn1ncc2c(C(F)(F)F)cc(-c3ccc4ccccc4c3)nc21,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_7.sdf:31118,Cn1ncc2c(C(F)(F)F)cc(-c3ccc4ccccc4c3)nc21,-6.32726
COc1cccc(C(=O)Nc2cccc(C3SCC(=O)N3c3ccccc3C(C)C)c2)c1,2.1322857741165935,HIT101357315,COc1cccc(C(=O)Nc2cccc(C3SCC(=O)N3c3ccccc3C(C)C)c2)c1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_0.sdf:37208,COc1cccc(C(=O)Nc2cccc([C@@H]3SCC(=O)N3c3ccccc3C(C)C)c2)c1,-6.17856
Cc1ccc2[nH]c(C(=O)NCc3c(C)nn(C)c3C)c(NC(=O)c3ccc(F)cc3)c2c1,0.9626634468364322,HIT101358618,Cc1ccc2[nH]c(C(=O)NCc3c(C)nn(C)c3C)c(NC(=O)c3ccc(F)cc3)c2c1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_5.sdf:20462,Cc1ccc2[nH]c(C(=O)NCc3c(C)nn(C)c3C)c(NC(=O)c3ccc(F)cc3)c2c1,-6.02589
Cc1cccc(N2CCN(C(=O)c3cc4c(=O)oc5ccccc5c4s3)CC2C)c1,2.3302976721154467,HIT101361475,Cc1cccc(N2CCN(C(=O)c3cc4c(=O)oc5ccccc5c4s3)CC2C)c1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:32402,Cc1cccc(N2CCN(C(=O)c3cc4c(=O)oc5ccccc5c4s3)C[C@H]2C)c1,-5.85006
FC(F)(F)c1cccc(Nc2nc3ccccc3n3nnnc23)c1,0.39894670278956673,HIT101373288,FC(F)(F)c1cccc(Nc2nc3ccccc3n3nnnc23)c1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:31626,FC(F)(F)c1cccc(Nc2nc3ccccc3n3nnnc23)c1,-5.91149
COc1cc(OC)c(NC(=O)CCc2c(C)nn(-c3cc(N4CCCCC4)ncn3)c2C)cc1Cl,1.951267026392267,HIT101388437,COc1cc(OC)c(NC(=O)CCc2c(C)nn(-c3cc(N4CCCCC4)ncn3)c2C)cc1Cl,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_5.sdf:31062,COc1cc(OC)c(NC(=O)CCc2c(C)nn(-c3cc(N4CCCCC4)ncn3)c2C)cc1Cl,-6.24746
CCc1ccc(C(C)NC(=O)Cn2c(=O)c3nnc(C)n3c3ncccc32)cc1,0.6985717345239943,HIT101400982,CCc1ccc(C(C)NC(=O)Cn2c(=O)c3nnc(C)n3c3ncccc32)cc1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_6.sdf:15906,CCc1ccc([C@H](C)NC(=O)Cn2c(=O)c3nnc(C)n3c3ncccc32)cc1,-6.23548
Cc1ccc(-c2cc3c(n2-c2ccc(C(=O)N4CCC5(CC4)OCCO5)cc2)CCCCC3)cc1,0.7399941057680312,HIT101409937,Cc1ccc(-c2cc3c(n2-c2ccc(C(=O)N4CCC5(CC4)OCCO5)cc2)CCCCC3)cc1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:2226,Cc1ccc(-c2cc3c(n2-c2ccc(C(=O)N4CCC5(CC4)OCCO5)cc2)CCCCC3)cc1,-6.46269
CCc1ccc(C2=CC(c3ccccc3Cl)n3nnnc3N2)cc1,1.2820809513573375,HIT101457256,CCc1ccc(C2=CC(c3ccccc3Cl)n3nnnc3N2)cc1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24235,CCc1ccc(C2=C[C@H](c3ccccc3Cl)n3nnnc3N2)cc1,-7.52936
CCCN1C(=O)c2c(C(=O)Nc3ccccc3Cl)ncn2CC1(C)C(=O)NCc1ccc(OC)cc1,1.7784376252611294,HIT101477745,CCCN1C(=O)c2c(C(=O)Nc3ccccc3Cl)ncn2CC1(C)C(=O)NCc1ccc(OC)cc1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_7.sdf:9858,CCCN1C(=O)c2c(C(=O)Nc3ccccc3Cl)ncn2C[C@@]1(C)C(=O)NCc1ccc(OC)cc1,-6.12058
Cn1c(=O)c2c(-c3ccc(Cl)cc3Cl)n(-c3ccc(O)cc3)cc2n(C)c1=O,0.30956335723540807,HIT101553286,Cn1c(=O)c2c(-c3ccc(Cl)cc3Cl)n(-c3ccc(O)cc3)cc2n(C)c1=O,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_5.sdf:33985,Cn1c(=O)c2c(-c3ccc(Cl)cc3Cl)n(-c3ccc(O)cc3)cc2n(C)c1=O,-6.8746
Cc1ccc(-c2c(C)n3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2cccc(C)c2)cc1,1.2486586694942794,HIT101554604,Cc1ccc(-c2c(C)n3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2cccc(C)c2)cc1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_5.sdf:39417,Cc1ccc(-c2c(C)n3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2cccc(C)c2)cc1,-5.97265
COc1cccc(-c2nc(OCC(C)C)nn2-c2cccc(NC(=O)c3cccc(F)c3)c2)c1,2.4150128493751457,HIT101593618,COc1cccc(-c2nc(OCC(C)C)nn2-c2cccc(NC(=O)c3cccc(F)c3)c2)c1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_1.sdf:38659,COc1cccc(-c2nc(OCC(C)C)nn2-c2cccc(NC(=O)c3cccc(F)c3)c2)c1,-6.41528
Cc1nnc2c3ccccc3nc(Nc3ccccc3Cl)n12,1.2130010363107333,HIT101611382,Cc1nnc2c3ccccc3nc(Nc3ccccc3Cl)n12,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:23238,Cc1nnc2c3ccccc3nc(Nc3ccccc3Cl)n12,-6.42214
N#Cc1ccc(N2CCC3(CC2)CN(C(=O)c2cncnc2)CC3CO)cc1C(F)(F)F,1.48827594058108,HIT101626146,N#Cc1ccc(N2CCC3(CC2)CN(C(=O)c2cncnc2)CC3CO)cc1C(F)(F)F,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_9.sdf:1231,N#Cc1ccc(N2CCC3(CC2)CN(C(=O)c2cncnc2)C[C@H]3CO)cc1C(F)(F)F,-6.71258
O=C(Cn1cnc2c(oc3ccccc32)c1=O)NCCC1=CCCCC1,0.4736442108392512,HIT101627147,O=C(Cn1cnc2c(oc3ccccc32)c1=O)NCCC1=CCCCC1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:21292,O=C(Cn1cnc2c(oc3ccccc32)c1=O)NCCC1=CCCCC1,-5.87498
CC1CN(C(=O)C(Cc2ccccc2)NC(=O)C(Cl)c2ccccc2)CCN1C(=O)Nc1ccccc1,2.253962800599532,HIT101631768,CC1CN(C(=O)C(Cc2ccccc2)NC(=O)C(Cl)c2ccccc2)CCN1C(=O)Nc1ccccc1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_0.sdf:29453,C[C@H]1CN(C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cl)c2ccccc2)CCN1C(=O)Nc1ccccc1,-5.92009
CC(=O)N1CCN(C(=O)c2cc3oc(-c4ccc(F)cc4)cc3n2Cc2ccccc2)CC1,2.4384430968065747,HIT101637111,CC(=O)N1CCN(C(=O)c2cc3oc(-c4ccc(F)cc4)cc3n2Cc2ccccc2)CC1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:31038,CC(=O)N1CCN(C(=O)c2cc3oc(-c4ccc(F)cc4)cc3n2Cc2ccccc2)CC1,-6.26219
CCN1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2cccc(C)c2)CC1,0.8997287063331928,HIT101655220,CCN1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2cccc(C)c2)CC1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:38671,CCN1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2cccc(C)c2)CC1,-6.19377
O=C(NC1CCc2ccccc21)C1CCN(Cc2noc(-c3ccc(F)cc3)n2)CC1,1.0229412490618695,HIT101692078,O=C(NC1CCc2ccccc21)C1CCN(Cc2noc(-c3ccc(F)cc3)n2)CC1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:10946,O=C(N[C@H]1CCc2ccccc21)C1CCN(Cc2noc(-c3ccc(F)cc3)n2)CC1,-6.17689
COc1ccccc1-n1c(CC2C(=O)N(C(C)C)c3ccccc32)nc2ccccc2c1=O,0.829884694436888,HIT101696177,COc1ccccc1-n1c(CC2C(=O)N(C(C)C)c3ccccc32)nc2ccccc2c1=O,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_1.sdf:11705,COc1ccccc1-n1c(C[C@H]2C(=O)N(C(C)C)c3ccccc32)nc2ccccc2c1=O,-5.87418
CCOc1ccccc1CNC(=O)C1CCCN(c2nc3c(s2)c(C)nn3-c2ccc(C)cc2)C1,2.2518490969486753,HIT101746730,CCOc1ccccc1CNC(=O)C1CCCN(c2nc3c(s2)c(C)nn3-c2ccc(C)cc2)C1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_5.sdf:6800,CCOc1ccccc1CNC(=O)[C@H]1CCCN(c2nc3c(s2)c(C)nn3-c2ccc(C)cc2)C1,-6.36245
CC(=O)c1sc(N2C(=O)c3oc4ccccc4c(=O)c3C2c2cccc([N+](=O)[O-])c2)nc1C,2.0625432616950468,HIT101750366,CC(=O)c1sc(N2C(=O)c3oc4ccccc4c(=O)c3C2c2cccc([N+](=O)[O-])c2)nc1C,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:16635,CC(=O)c1sc(N2C(=O)c3oc4ccccc4c(=O)c3[C@@H]2c2cccc([N+](=O)[O-])c2)nc1C,-5.86577
CCc1nnc2c(=O)n(CC(=O)Nc3ccc(OC)cc3)c3ccccc3n12,0.7398262279076074,HIT101758336,CCc1nnc2c(=O)n(CC(=O)Nc3ccc(OC)cc3)c3ccccc3n12,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_5.sdf:4017,CCc1nnc2c(=O)n(CC(=O)Nc3ccc(OC)cc3)c3ccccc3n12,-6.04735
CCc1ccc(-c2cc(C(=O)N3N=C(C(F)F)CC3(O)C(F)F)c3ccccc3n2)cc1,2.133956893528429,HIT101765228,CCc1ccc(-c2cc(C(=O)N3N=C(C(F)F)CC3(O)C(F)F)c3ccccc3n2)cc1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_6.sdf:446,CCc1ccc(-c2cc(C(=O)N3N=C(C(F)F)C[C@]3(O)C(F)F)c3ccccc3n2)cc1,-6.12198
Cc1ccc(-c2[nH]c3c(c2-c2c(-n4cccc4)n(C)c(=O)n(C)c2=O)c(=O)n(C)c(=O)n3C)c(C)c1,0.6762644886515264,HIT101770773,Cc1ccc(-c2[nH]c3c(c2-c2c(-n4cccc4)n(C)c(=O)n(C)c2=O)c(=O)n(C)c(=O)n3C)c(C)c1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_0.sdf:27255,Cc1ccc(-c2[nH]c3c(c2-c2c(-n4cccc4)n(C)c(=O)n(C)c2=O)c(=O)n(C)c(=O)n3C)c(C)c1,-6.11178
Cc1c(C(=O)N2CCCC2)nn(-c2cccc(F)c2)c1Oc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCOCC1,2.165773309100068,HIT101779020,Cc1c(C(=O)N2CCCC2)nn(-c2cccc(F)c2)c1Oc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCOCC1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_1.sdf:4190,Cc1c(C(=O)N2CCCC2)nn(-c2cccc(F)c2)c1Oc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCOCC1,-5.99526
O=C(NCc1ccco1)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc(Cl)c(Cl)c1)N2,2.2260785568648145,HIT101782295,O=C(NCc1ccco1)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc(Cl)c(Cl)c1)N2,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:10605,O=C(NCc1ccco1)c1cc2n(n1)[C@H](C(F)(F)F)C[C@@H](c1ccc(Cl)c(Cl)c1)N2,-6.41523
COc1ccc(C(=O)c2sc3nc(-c4ccc(C)cc4)cc(C(F)(F)F)c3c2N)cc1,1.6485030456789902,HIT101795874,COc1ccc(C(=O)c2sc3nc(-c4ccc(C)cc4)cc(C(F)(F)F)c3c2N)cc1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:9067,COc1ccc(C(=O)c2sc3nc(-c4ccc(C)cc4)cc(C(F)(F)F)c3c2N)cc1,-5.86095
O=C(NCc1ccccc1)C1CCN(C(=O)c2cc(-c3cccnc3)[nH]n2)CC1,2.4231741760728247,HIT101796000,O=C(NCc1ccccc1)C1CCN(C(=O)c2cc(-c3cccnc3)[nH]n2)CC1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_8.sdf:13169,O=C(NCc1ccccc1)C1CCN(C(=O)c2cc(-c3cccnc3)[nH]n2)CC1,-5.92963
COc1ccccc1NC(=O)Nc1cc(C)cc2c(-c3ccccc3)c(C(=O)N3CCOCC3)[nH]c12,1.025055376281907,HIT101796905,COc1ccccc1NC(=O)Nc1cc(C)cc2c(-c3ccccc3)c(C(=O)N3CCOCC3)[nH]c12,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:22627,COc1ccccc1NC(=O)Nc1cc(C)cc2c(-c3ccccc3)c(C(=O)N3CCOCC3)[nH]c12,-6.00436
CC(=O)c1cccc(NC(=O)C23CCC(=O)N2c2ccccc2C(=O)N3)c1,2.2014307656444547,HIT101806014,CC(=O)c1cccc(NC(=O)C23CCC(=O)N2c2ccccc2C(=O)N3)c1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_5.sdf:9852,CC(=O)c1cccc(NC(=O)[C@]23CCC(=O)N2c2ccccc2C(=O)N3)c1,-6.41472
Cc1nnc(-c2ccc3ccn(CC(=O)Nc4ccc(F)cc4)c3c2)o1,0.511093635858817,HIT101857205,Cc1nnc(-c2ccc3ccn(CC(=O)Nc4ccc(F)cc4)c3c2)o1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_6.sdf:5459,Cc1nnc(-c2ccc3ccn(CC(=O)Nc4ccc(F)cc4)c3c2)o1,-6.13412
Cc1ccccc1C(=O)N1CCN(C(=O)c2cc(-c3cccnc3)[nH]n2)CC1,1.430015844942187,HIT101864517,Cc1ccccc1C(=O)N1CCN(C(=O)c2cc(-c3cccnc3)[nH]n2)CC1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_8.sdf:13457,Cc1ccccc1C(=O)N1CCN(C(=O)c2cc(-c3cccnc3)[nH]n2)CC1,-6.36127
Oc1ccc2c(c1)Oc1ncn3nc(-c4ccccc4Cl)nc3c1C2c1cccnc1,0.48291667884809947,HIT101870461,Oc1ccc2c(c1)Oc1ncn3nc(-c4ccccc4Cl)nc3c1C2c1cccnc1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_8.sdf:40938,Oc1ccc2c(c1)Oc1ncn3nc(-c4ccccc4Cl)nc3c1[C@H]2c1cccnc1,-6.36473
O=[N+]([O-])c1cccc(-c2cc(-c3ccc(F)cc3)c3c(ccc4ccccc43)n2)c1,2.2049627981744573,HIT101871254,O=[N+]([O-])c1cccc(-c2cc(-c3ccc(F)cc3)c3c(ccc4ccccc43)n2)c1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_2.sdf:26870,O=[N+]([O-])c1cccc(-c2cc(-c3ccc(F)cc3)c3c(ccc4ccccc43)n2)c1,-5.99232
O=c1cc(-c2cc3ccccc3o2)c2cc3c(cc2o1)CCC3,0.43372220622642244,HIT101872686,O=c1cc(-c2cc3ccccc3o2)c2cc3c(cc2o1)CCC3,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:16992,O=c1cc(-c2cc3ccccc3o2)c2cc3c(cc2o1)CCC3,-6.64862
O=C(CN1c2ccc(F)cc2-c2ccccc2S1(=O)=O)Nc1cccnc1,1.992637134460168,HIT101892082,O=C(CN1c2ccc(F)cc2-c2ccccc2S1(=O)=O)Nc1cccnc1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_0.sdf:35985,O=C(CN1c2ccc(F)cc2-c2ccccc2S1(=O)=O)Nc1cccnc1,-6.99724
Cc1ccc(NC2=C(Sc3cccc(NC(=O)c4cccc(Cl)c4)c3)C(=O)N(Cc3ccco3)C2=O)cc1,2.1410338277521315,HIT101898932,Cc1ccc(NC2=C(Sc3cccc(NC(=O)c4cccc(Cl)c4)c3)C(=O)N(Cc3ccco3)C2=O)cc1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:25102,Cc1ccc(NC2=C(Sc3cccc(NC(=O)c4cccc(Cl)c4)c3)C(=O)N(Cc3ccco3)C2=O)cc1,-6.18318
CCc1nn2c(c1-c1ccc(C)c(S(=O)(=O)Nc3cccc(OC)c3)c1)NC(=O)CCC2=O,1.3486178645359308,HIT101905103,CCc1nn2c(c1-c1ccc(C)c(S(=O)(=O)Nc3cccc(OC)c3)c1)NC(=O)CCC2=O,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:12367,CCc1nn2c(c1-c1ccc(C)c(S(=O)(=O)Nc3cccc(OC)c3)c1)NC(=O)CCC2=O,-5.85545
CCc1nnc2c(Nc3ccc(C)c(C)c3)nc3ccccc3n12,1.0310767335250395,HIT101919645,CCc1nnc2c(Nc3ccc(C)c(C)c3)nc3ccccc3n12,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:32691,CCc1nnc2c(Nc3ccc(C)c(C)c3)nc3ccccc3n12,-6.12451
COc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2ccccc2NC3c2cccc(Cl)c2)cc1,1.79858286127965,HIT101928554,COc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2ccccc2NC3c2cccc(Cl)c2)cc1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_0.sdf:37179,COc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2ccccc2N[C@H]3c2cccc(Cl)c2)cc1,-6.63077
O=C(Nc1ccc2c(c1)OCCO2)c1nc2ccccc2nc1N1CCCCC1,1.6649434939153436,HIT101968457,O=C(Nc1ccc2c(c1)OCCO2)c1nc2ccccc2nc1N1CCCCC1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_9.sdf:28161,O=C(Nc1ccc2c(c1)OCCO2)c1nc2ccccc2nc1N1CCCCC1,-5.90906
Cc1ccccc1C1C=C(c2ccc(F)cc2)Nc2nnnn21,1.7243183160940407,HIT101973334,Cc1ccccc1C1C=C(c2ccc(F)cc2)Nc2nnnn21,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24605,Cc1ccccc1[C@H]1C=C(c2ccc(F)cc2)Nc2nnnn21,-7.21972
Cc1ccc(C2C=C(c3ccc(Cl)cc3)Nc3nnnn32)c(C)c1,0.6597919391116147,HIT101984908,Cc1ccc(C2C=C(c3ccc(Cl)cc3)Nc3nnnn32)c(C)c1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24223,Cc1ccc([C@H]2C=C(c3ccc(Cl)cc3)Nc3nnnn32)c(C)c1,-7.2367
COc1ccc(-c2cc3n(C)c(C)c(CCC(=O)Nc4ccccc4F)c(=O)n3n2)cc1,1.9787602392344052,HIT102002274,COc1ccc(-c2cc3n(C)c(C)c(CCC(=O)Nc4ccccc4F)c(=O)n3n2)cc1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_9.sdf:5055,COc1ccc(-c2cc3n(C)c(C)c(CCC(=O)Nc4ccccc4F)c(=O)n3n2)cc1,-6.32635
COc1ccc(N2CCN(C(=O)CN3C(=O)CCn4nc(-c5cccc(Cl)c5)cc43)CC2)cc1,1.1883758419644452,HIT102006978,COc1ccc(N2CCN(C(=O)CN3C(=O)CCn4nc(-c5cccc(Cl)c5)cc43)CC2)cc1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:34200,COc1ccc(N2CCN(C(=O)CN3C(=O)CCn4nc(-c5cccc(Cl)c5)cc43)CC2)cc1,-6.7892
CC(C)CC(=O)N1CCCN(c2ccc(NC(=O)c3ccccc3F)cc2C(=O)N2CCCCC2)CC1,1.5292449691516634,HIT102025038,CC(C)CC(=O)N1CCCN(c2ccc(NC(=O)c3ccccc3F)cc2C(=O)N2CCCCC2)CC1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_1.sdf:7364,CC(C)CC(=O)N1CCCN(c2ccc(NC(=O)c3ccccc3F)cc2C(=O)N2CCCCC2)CC1,-5.94593
O=C(c1cnc2ccc(F)cc2c1Nc1ccccc1F)N1CCSCC1,0.9156561270274783,HIT102058734,O=C(c1cnc2ccc(F)cc2c1Nc1ccccc1F)N1CCSCC1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:3454,O=C(c1cnc2ccc(F)cc2c1Nc1ccccc1F)N1CCSCC1,-6.61363
Cc1ccc(NC(=O)C2CCCN(c3ncnc4oc(C)c(C)c34)C2)c(C)c1,2.4551058987197623,HIT102075278,Cc1ccc(NC(=O)C2CCCN(c3ncnc4oc(C)c(C)c34)C2)c(C)c1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:18640,Cc1ccc(NC(=O)[C@@H]2CCCN(c3ncnc4oc(C)c(C)c34)C2)c(C)c1,-5.95724
CC1CN(c2nc3ccccn3c(=O)c2C=C(C#N)c2nc3ccccc3s2)CC(C)O1,0.6339283306790297,HIT102091532,CC1CN(c2nc3ccccn3c(=O)c2/C=C(\C#N)c2nc3ccccc3s2)CC(C)O1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_5.sdf:33361,C[C@@H]1CN(c2nc3ccccn3c(=O)c2/C=C(\C#N)c2nc3ccccc3s2)C[C@H](C)O1,-6.04085
COc1ccc(NC(=O)C2CC(=O)Nc3nc(SCc4ccccc4)[nH]c(=O)c32)c(OC)c1,2.164004555252025,HIT102102029,COc1ccc(NC(=O)C2CC(=O)Nc3nc(SCc4ccccc4)[nH]c(=O)c32)c(OC)c1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:3038,COc1ccc(NC(=O)[C@H]2CC(=O)Nc3nc(SCc4ccccc4)[nH]c(=O)c32)c(OC)c1,-6.79134
O=C(CC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCCCC3)Nc1ccc(F)c(Cl)c1,1.5581232470197037,HIT102102847,O=C(CC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCCCC3)Nc1ccc(F)c(Cl)c1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:15125,O=C(CC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCCCC3)Nc1ccc(F)c(Cl)c1,-5.94811
COc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(Cl)cc2)cc1COc1ccc(NC(C)=O)cc1,1.6818066211040672,HIT102103472,COc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(Cl)cc2)cc1COc1ccc(NC(C)=O)cc1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:8521,COc1ccc([C@H]2Nc3ccccc3C(=O)N2c2ccc(Cl)cc2)cc1COc1ccc(NC(C)=O)cc1,-6.47633
COc1ccc2nc3oc(C(=O)N4CCN(c5cccc(C(F)(F)F)c5)CC4)cc3cc2c1,1.223359921022279,HIT102113837,COc1ccc2nc3oc(C(=O)N4CCN(c5cccc(C(F)(F)F)c5)CC4)cc3cc2c1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:3792,COc1ccc2nc3oc(C(=O)N4CCN(c5cccc(C(F)(F)F)c5)CC4)cc3cc2c1,-5.85592
COc1cccc(C(=O)Nc2cccc(SC3=C(Nc4ccc(C(C)C)cc4)C(=O)N(Cc4ccco4)C3=O)c2)c1,2.367242282364573,HIT102114934,COc1cccc(C(=O)Nc2cccc(SC3=C(Nc4ccc(C(C)C)cc4)C(=O)N(Cc4ccco4)C3=O)c2)c1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:35372,COc1cccc(C(=O)Nc2cccc(SC3=C(Nc4ccc(C(C)C)cc4)C(=O)N(Cc4ccco4)C3=O)c2)c1,-5.98412
COc1cccc2c1OC1(CCN(C(C)=O)CC1)N1N=C(c3cc(Cl)ccc3O)CC21,1.9759759231914378,HIT102127529,COc1cccc2c1OC1(CCN(C(C)=O)CC1)N1N=C(c3cc(Cl)ccc3O)CC21,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_2.sdf:6521,COc1cccc2c1OC1(CCN(C(C)=O)CC1)N1N=C(c3cc(Cl)ccc3O)C[C@H]21,-6.11928
COc1ccccc1NC(=O)CSc1nc2cc3c(cc2c(=O)n1CCCC(=O)NCc1ccc2c(c1)OCO2)OCO3,1.4235417811889817,HIT102135271,COc1ccccc1NC(=O)CSc1nc2cc3c(cc2c(=O)n1CCCC(=O)NCc1ccc2c(c1)OCO2)OCO3,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:30876,COc1ccccc1NC(=O)CSc1nc2cc3c(cc2c(=O)n1CCCC(=O)NCc1ccc2c(c1)OCO2)OCO3,-7.02502
