standardized_smiles,rmsd,title_vina,Original_SMILES_vina,score_vina,title_glide,Original_SMILES_glide,score_glide
COc1ccccc1C1C=C(c2ccc(Cl)cc2)Nc2nc(-c3ccc(Cl)cc3)nn21,0.6356542065640579,HIT104051958,COc1ccccc1C1C=C(c2ccc(Cl)cc2)Nc2nc(-c3ccc(Cl)cc3)nn21,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_9.sdf:38589,COc1ccccc1[C@@H]1C=C(c2ccc(Cl)cc2)Nc2nc(-c3ccc(Cl)cc3)nn21,-6.35734
COc1ccc(C)cc1NC1=C(Sc2cccc(NS(=O)(=O)c3ccc(F)cc3)c2)C(=O)N(c2ccccc2)C1=O,2.2788574357960454,HIT104054829,COc1ccc(C)cc1NC1=C(Sc2cccc(NS(=O)(=O)c3ccc(F)cc3)c2)C(=O)N(c2ccccc2)C1=O,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:21231,COc1ccc(C)cc1NC1=C(Sc2cccc(NS(=O)(=O)c3ccc(F)cc3)c2)C(=O)N(c2ccccc2)C1=O,-5.99723
Cc1cccc(Nc2ncnc3c2c(-c2ccccc2)cn3-c2cccc(C)c2)c1,2.3129782566350827,HIT104072611,Cc1cccc(Nc2ncnc3c2c(-c2ccccc2)cn3-c2cccc(C)c2)c1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:38842,Cc1cccc(Nc2ncnc3c2c(-c2ccccc2)cn3-c2cccc(C)c2)c1,-6.01773
Cc1cccc(NC(=O)Cn2c(=O)c3nnc(C)n3c3ccccc32)c1,0.7139440572783534,HIT104217297,Cc1cccc(NC(=O)Cn2c(=O)c3nnc(C)n3c3ccccc32)c1,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_5.sdf:3967,Cc1cccc(NC(=O)Cn2c(=O)c3nnc(C)n3c3ccccc32)c1,-6.02145
Cc1c(Br)c(C(F)(F)F)nn1CC(=O)Nn1c(-c2cccc(Cl)c2)nc2ccccc2c1=O,2.176963051425708,HIT104231694,Cc1c(Br)c(C(F)(F)F)nn1CC(=O)Nn1c(-c2cccc(Cl)c2)nc2ccccc2c1=O,-8.4,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:20279,Cc1c(Br)c(C(F)(F)F)nn1CC(=O)Nn1c(-c2cccc(Cl)c2)nc2ccccc2c1=O,-5.92402
Cc1cc(NC(=O)c2ccc3c(c2)OCCO3)cc(-c2nc3ccccc3o2)c1O,0.5693078768703854,HIT104238625,Cc1cc(NC(=O)c2ccc3c(c2)OCCO3)cc(-c2nc3ccccc3o2)c1O,-8.4,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:26349,Cc1cc(NC(=O)c2ccc3c(c2)OCCO3)cc(-c2nc3ccccc3o2)c1O,-5.89588
COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)c3ccccc3)cc2)C(=O)N(c2ccc(C)cc2)C1=O,1.5945475438976418,HIT104258577,COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)c3ccccc3)cc2)C(=O)N(c2ccc(C)cc2)C1=O,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_1.sdf:10447,COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)c3ccccc3)cc2)C(=O)N(c2ccc(C)cc2)C1=O,-6.81598
Cc1ccc(C2=CC(c3ccccc3OC(F)F)n3nnnc3N2)cc1,1.228252791726774,HIT104273870,Cc1ccc(C2=CC(c3ccccc3OC(F)F)n3nnnc3N2)cc1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24851,Cc1ccc(C2=C[C@H](c3ccccc3OC(F)F)n3nnnc3N2)cc1,-8.31292
Cc1ccc(N2C(=O)C(N3C(=O)c4cccc([N+](=O)[O-])c4C3=O)C2c2ccccc2F)cc1Cl,2.4355733848400414,HIT104302297,Cc1ccc(N2C(=O)C(N3C(=O)c4cccc([N+](=O)[O-])c4C3=O)C2c2ccccc2F)cc1Cl,-8.4,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:8329,Cc1ccc(N2C(=O)[C@@H](N3C(=O)c4cccc([N+](=O)[O-])c4C3=O)[C@H]2c2ccccc2F)cc1Cl,-5.90291
O=C(CN1C(=O)c2ccccc2C1=O)Nn1c(-c2ccccc2F)nc2ccccc2c1=O,1.5698935001515817,HIT104340202,O=C(CN1C(=O)c2ccccc2C1=O)Nn1c(-c2ccccc2F)nc2ccccc2c1=O,-8.4,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:25881,O=C(CN1C(=O)c2ccccc2C1=O)Nn1c(-c2ccccc2F)nc2ccccc2c1=O,-6.2049
CCC1CCCCN1C(=O)c1cnc2nc(C)ccc2c1Nc1ccccc1C(N)=O,1.75313441068718,HIT104379603,CCC1CCCCN1C(=O)c1cnc2nc(C)ccc2c1Nc1ccccc1C(N)=O,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_5.sdf:29305,CC[C@@H]1CCCCN1C(=O)c1cnc2nc(C)ccc2c1Nc1ccccc1C(N)=O,-7.18656
O=C1C2CC=CCC2C(=O)N1c1nc2n(n1)C(c1ccccc1)C=C(c1ccc(Cl)cc1)N2,1.6673506113628656,HIT104411377,O=C1C2CC=CCC2C(=O)N1c1nc2n(n1)C(c1ccccc1)C=C(c1ccc(Cl)cc1)N2,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_1.sdf:9294,O=C1[C@H]2CC=CC[C@@H]2C(=O)N1c1nc2n(n1)[C@H](c1ccccc1)C=C(c1ccc(Cl)cc1)N2,-5.95822
COc1ccc(-n2c(-c3ccccc3F)nc3c(cnn3-c3ccc(C)cc3)c2=O)cc1,1.2787196592197219,HIT104416272,COc1ccc(-n2c(-c3ccccc3F)nc3c(cnn3-c3ccc(C)cc3)c2=O)cc1,-8.4,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:4431,COc1ccc(-n2c(-c3ccccc3F)nc3c(cnn3-c3ccc(C)cc3)c2=O)cc1,-6.93481
O=C1CC(C(=O)Nc2cc(F)ccc2F)c2c(nc(SCc3ccccc3)[nH]c2=O)N1,2.0822191702371833,HIT104442900,O=C1CC(C(=O)Nc2cc(F)ccc2F)c2c(nc(SCc3ccccc3)[nH]c2=O)N1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:3230,O=C1C[C@H](C(=O)Nc2cc(F)ccc2F)c2c(nc(SCc3ccccc3)[nH]c2=O)N1,-6.68353
COc1ccc(C(=O)Nc2ccc(SC3=C(Nc4cc(C)ccc4OC)C(=O)N(Cc4ccco4)C3=O)cc2)cc1,2.44108110900308,HIT104457672,COc1ccc(C(=O)Nc2ccc(SC3=C(Nc4cc(C)ccc4OC)C(=O)N(Cc4ccco4)C3=O)cc2)cc1,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:20246,COc1ccc(C(=O)Nc2ccc(SC3=C(Nc4cc(C)ccc4OC)C(=O)N(Cc4ccco4)C3=O)cc2)cc1,-7.00787
CCc1nn2c(c1-c1ccc(C)c(S(=O)(=O)Nc3ccc(Cl)cc3F)c1)NC(=O)CCC2=O,0.3006608433555545,HIT104463628,CCc1nn2c(c1-c1ccc(C)c(S(=O)(=O)Nc3ccc(Cl)cc3F)c1)NC(=O)CCC2=O,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:12424,CCc1nn2c(c1-c1ccc(C)c(S(=O)(=O)Nc3ccc(Cl)cc3F)c1)NC(=O)CCC2=O,-5.97
Cc1nn(C)cc1C=C1Sc2nnc(C)n2N=C1c1ccc(F)cc1F,1.8077557019898793,HIT104560504,Cc1nn(C)cc1/C=C1/Sc2nnc(C)n2N=C1c1ccc(F)cc1F,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_7.sdf:13825,Cc1nn(C)cc1/C=C1/Sc2nnc(C)n2N=C1c1ccc(F)cc1F,-6.598
O=C(Nc1cccc(SC2=C(Nc3ccccc3)C(=O)N(c3ccccc3)C2=O)c1)c1ccc2c(c1)OCO2,0.7946320491836103,HIT104656169,O=C(Nc1cccc(SC2=C(Nc3ccccc3)C(=O)N(c3ccccc3)C2=O)c1)c1ccc2c(c1)OCO2,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:8919,O=C(Nc1cccc(SC2=C(Nc3ccccc3)C(=O)N(c3ccccc3)C2=O)c1)c1ccc2c(c1)OCO2,-6.32851
Cc1ccc(NC(=O)C2Sc3nnc(-c4ccccc4)n3NC2c2ccc(F)cc2)cc1Cl,1.3966979729260562,HIT104686718,Cc1ccc(NC(=O)C2Sc3nnc(-c4ccccc4)n3NC2c2ccc(F)cc2)cc1Cl,-8.4,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:27033,Cc1ccc(NC(=O)[C@@H]2Sc3nnc(-c4ccccc4)n3N[C@H]2c2ccc(F)cc2)cc1Cl,-6.01731
Cc1cccc(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccc(Br)cc3)CC2C)c1,1.933152425084765,HIT104713564,Cc1cccc(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccc(Br)cc3)CC2C)c1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:39041,Cc1cccc(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccc(Br)cc3)C[C@H]2C)c1,-6.16229
Cc1ccccc1NC(=O)Cn1c(=O)n(Cc2ccc3c(c2)OCO3)c(=O)c2ncccc21,0.32223867636497977,HIT104720822,Cc1ccccc1NC(=O)Cn1c(=O)n(Cc2ccc3c(c2)OCO3)c(=O)c2ncccc21,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_5.sdf:18318,Cc1ccccc1NC(=O)Cn1c(=O)n(Cc2ccc3c(c2)OCO3)c(=O)c2ncccc21,-6.10328
COc1ccc(C(=O)Nc2cccc(SC3=C(Nc4cc(C)ccc4OC)C(=O)N(Cc4ccco4)C3=O)c2)c(OC)c1,1.859545139993762,HIT104730572,COc1ccc(C(=O)Nc2cccc(SC3=C(Nc4cc(C)ccc4OC)C(=O)N(Cc4ccco4)C3=O)c2)c(OC)c1,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:34981,COc1ccc(C(=O)Nc2cccc(SC3=C(Nc4cc(C)ccc4OC)C(=O)N(Cc4ccco4)C3=O)c2)c(OC)c1,-7.28968
Cc1cn2nc(C(=O)N3CCC(NC(=O)c4ccc(C)c(C)c4)CC3)cc2c(=O)[nH]1,1.9661853756279775,HIT104776627,Cc1cn2nc(C(=O)N3CCC(NC(=O)c4ccc(C)c(C)c4)CC3)cc2c(=O)[nH]1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_7.sdf:36966,Cc1cn2nc(C(=O)N3CCC(NC(=O)c4ccc(C)c(C)c4)CC3)cc2c(=O)[nH]1,-5.85134
Cc1ccc(NC(=O)N2CCc3nnc(C4CCCCN4S(C)(=O)=O)n3CC2)cc1C,1.6336287716456233,HIT104793255,Cc1ccc(NC(=O)N2CCc3nnc(C4CCCCN4S(C)(=O)=O)n3CC2)cc1C,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_8.sdf:36734,Cc1ccc(NC(=O)N2CCc3nnc([C@H]4CCCCN4S(C)(=O)=O)n3CC2)cc1C,-5.8831
Cc1ccc(-n2cc(-c3ccccc3)c3c(N4CCN(c5cccc(Cl)c5)CC4)ncnc32)cc1,1.4171018256588743,HIT104816657,Cc1ccc(-n2cc(-c3ccccc3)c3c(N4CCN(c5cccc(Cl)c5)CC4)ncnc32)cc1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:39046,Cc1ccc(-n2cc(-c3ccccc3)c3c(N4CCN(c5cccc(Cl)c5)CC4)ncnc32)cc1,-6.07532
O=C(Nc1ccc(N2CCOCC2)cc1)c1cccc(Nc2ccnc(-c3cccc(F)c3)n2)c1,1.262439890054177,HIT104826372,O=C(Nc1ccc(N2CCOCC2)cc1)c1cccc(Nc2ccnc(-c3cccc(F)c3)n2)c1,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_6.sdf:16210,O=C(Nc1ccc(N2CCOCC2)cc1)c1cccc(Nc2ccnc(-c3cccc(F)c3)n2)c1,-5.90822
O=C(Nc1ccc2c(c1)CCC2)C1CCc2sc(C(=O)N3CCOCC3)cc2C1,1.4262772243465345,HIT104882733,O=C(Nc1ccc2c(c1)CCC2)C1CCc2sc(C(=O)N3CCOCC3)cc2C1,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_0.sdf:19044,O=C(Nc1ccc2c(c1)CCC2)[C@H]1CCc2sc(C(=O)N3CCOCC3)cc2C1,-6.252
Cc1cc2c(=O)n(NC(=O)CSc3nnc(-c4cc(C5CC5)nc5c4c(C)nn5C)n3C)c(C)nc2s1,1.4454144954003725,HIT104886098,Cc1cc2c(=O)n(NC(=O)CSc3nnc(-c4cc(C5CC5)nc5c4c(C)nn5C)n3C)c(C)nc2s1,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_7.sdf:29355,Cc1cc2c(=O)n(NC(=O)CSc3nnc(-c4cc(C5CC5)nc5c4c(C)nn5C)n3C)c(C)nc2s1,-5.96168
COc1cc(OC)cc(C(=O)Nc2cc(C(=O)N3CCCC3)ccc2N2CC3CC(C2)c2cccc(=O)n2C3)c1,2.212863944021413,HIT104897415,COc1cc(OC)cc(C(=O)Nc2cc(C(=O)N3CCCC3)ccc2N2CC3CC(C2)c2cccc(=O)n2C3)c1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:2530,COc1cc(OC)cc(C(=O)Nc2cc(C(=O)N3CCCC3)ccc2N2C[C@@H]3C[C@H](C2)c2cccc(=O)n2C3)c1,-5.96956
Cc1cccc(-n2cc(-c3ccccc3)c3c(N4CCN(C(=O)c5cccc(F)c5)CC4)ncnc32)c1,1.904288473419928,HIT104939062,Cc1cccc(-n2cc(-c3ccccc3)c3c(N4CCN(C(=O)c5cccc(F)c5)CC4)ncnc32)c1,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_1.sdf:12538,Cc1cccc(-n2cc(-c3ccccc3)c3c(N4CCN(C(=O)c5cccc(F)c5)CC4)ncnc32)c1,-6.0221
O=C(CCn1c(SCC(=O)c2ccc(F)cc2)nc2cc3c(cc2c1=O)OCO3)NCc1ccc2c(c1)OCO2,2.1139232219382986,HIT104973317,O=C(CCn1c(SCC(=O)c2ccc(F)cc2)nc2cc3c(cc2c1=O)OCO3)NCc1ccc2c(c1)OCO2,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:30738,O=C(CCn1c(SCC(=O)c2ccc(F)cc2)nc2cc3c(cc2c1=O)OCO3)NCc1ccc2c(c1)OCO2,-6.80914
Cc1ccc(NC(=O)c2cccc(Nc3cc(-c4ccccc4)ncn3)c2)cc1C,0.6320558883516547,HIT104982620,Cc1ccc(NC(=O)c2cccc(Nc3cc(-c4ccccc4)ncn3)c2)cc1C,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_5.sdf:37990,Cc1ccc(NC(=O)c2cccc(Nc3cc(-c4ccccc4)ncn3)c2)cc1C,-5.98044
Cc1cccc(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccc(F)cc3)CC2C)c1,1.8736540859003585,HIT104991546,Cc1cccc(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccc(F)cc3)CC2C)c1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:39025,Cc1cccc(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccc(F)cc3)C[C@H]2C)c1,-6.2284
COc1cccc(CC(=O)N2CCN(c3nc4ccccc4c4nnc(-c5cccs5)n34)CC2C)c1,1.8803430560228456,HIT105006775,COc1cccc(CC(=O)N2CCN(c3nc4ccccc4c4nnc(-c5cccs5)n34)CC2C)c1,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_2.sdf:11804,COc1cccc(CC(=O)N2CCN(c3nc4ccccc4c4nnc(-c5cccs5)n34)C[C@@H]2C)c1,-6.00651
Fc1ccccc1N1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccccc2)CC1,1.6927062612174337,HIT105010730,Fc1ccccc1N1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccccc2)CC1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:38601,Fc1ccccc1N1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccccc2)CC1,-6.06653
Cc1ccc(C2Nn3c(nnc3-c3ccccc3)SC2C(=O)Nc2ccc(C)c(Cl)c2)cc1,1.4650639325174974,HIT105037842,Cc1ccc(C2Nn3c(nnc3-c3ccccc3)SC2C(=O)Nc2ccc(C)c(Cl)c2)cc1,-8.4,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:27186,Cc1ccc([C@@H]2Nn3c(nnc3-c3ccccc3)S[C@H]2C(=O)Nc2ccc(C)c(Cl)c2)cc1,-6.18486
Cc1ccc(CN2C(=O)c3oc4cc(C)cc(C)c4c(=O)c3C2c2cccc(O)c2)cc1,2.2211116859019038,HIT105055477,Cc1ccc(CN2C(=O)c3oc4cc(C)cc(C)c4c(=O)c3C2c2cccc(O)c2)cc1,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_0.sdf:2024,Cc1ccc(CN2C(=O)c3oc4cc(C)cc(C)c4c(=O)c3[C@@H]2c2cccc(O)c2)cc1,-5.932
Cc1ccc(NC(=O)c2cccc(Nc3ccnc(-c4ccccc4)n3)c2)cc1C,0.4995778407815943,HIT105090742,Cc1ccc(NC(=O)c2cccc(Nc3ccnc(-c4ccccc4)n3)c2)cc1C,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_6.sdf:16257,Cc1ccc(NC(=O)c2cccc(Nc3ccnc(-c4ccccc4)n3)c2)cc1C,-6.16028
COc1cc2c(cc1OC)C(c1c(F)cccc1Cl)N(C(=O)c1cccc3cc[nH]c13)CC2,2.3740797219898973,HIT105171169,COc1cc2c(cc1OC)C(c1c(F)cccc1Cl)N(C(=O)c1cccc3cc[nH]c13)CC2,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_1.sdf:20788,COc1cc2c(cc1OC)[C@@H](c1c(F)cccc1Cl)N(C(=O)c1cccc3cc[nH]c13)CC2,-6.92655
COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)c3ccccc3Cl)cc2)C(=O)N(c2ccccc2)C1=O,2.2304164764680148,HIT105176982,COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)c3ccccc3Cl)cc2)C(=O)N(c2ccccc2)C1=O,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:37501,COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)c3ccccc3Cl)cc2)C(=O)N(c2ccccc2)C1=O,-6.60544
O=C(CSc1nc2[nH]ncc2c(=O)n1-c1cccc2ccccc12)Nc1ccc(Cl)cc1,2.4371950086754444,HIT105186411,O=C(CSc1nc2[nH]ncc2c(=O)n1-c1cccc2ccccc12)Nc1ccc(Cl)cc1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:3769,O=C(CSc1nc2[nH]ncc2c(=O)n1-c1cccc2ccccc12)Nc1ccc(Cl)cc1,-6.06764
CC1(C(=O)NCc2ccc(F)cc2F)COCc2nnc(-c3ccccc3)n21,1.6805828862332273,HIT105261583,CC1(C(=O)NCc2ccc(F)cc2F)COCc2nnc(-c3ccccc3)n21,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_9.sdf:10500,C[C@@]1(C(=O)NCc2ccc(F)cc2F)COCc2nnc(-c3ccccc3)n21,-6.05502
Cc1ccc(C2=CC(c3ccccc3Cl)n3nc(N4C(=O)CCC4=O)nc3N2)cc1,0.5087674144439679,HIT105264747,Cc1ccc(C2=CC(c3ccccc3Cl)n3nc(N4C(=O)CCC4=O)nc3N2)cc1,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_1.sdf:9304,Cc1ccc(C2=C[C@@H](c3ccccc3Cl)n3nc(N4C(=O)CCC4=O)nc3N2)cc1,-6.33392
CC(=O)c1ccc(NC(=O)CSc2nnc3n(C)c(=O)c4ccc(C(=O)NC5CCCC5)cc4n23)cc1,1.035310623710376,HIT105278931,CC(=O)c1ccc(NC(=O)CSc2nnc3n(C)c(=O)c4ccc(C(=O)NC5CCCC5)cc4n23)cc1,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_5.sdf:12826,CC(=O)c1ccc(NC(=O)CSc2nnc3n(C)c(=O)c4ccc(C(=O)NC5CCCC5)cc4n23)cc1,-5.94132
O=C1CC(c2cccc(F)c2F)c2c(nc(SCc3ccccc3Cl)[nH]c2=O)N1,0.9900892831561656,HIT105293062,O=C1CC(c2cccc(F)c2F)c2c(nc(SCc3ccccc3Cl)[nH]c2=O)N1,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_0.sdf:12921,O=C1C[C@H](c2cccc(F)c2F)c2c(nc(SCc3ccccc3Cl)[nH]c2=O)N1,-6.05836
Cc1ccc(C)c(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccccc3)CC2)c1,1.787729563280916,HIT105295830,Cc1ccc(C)c(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccccc3)CC2)c1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:38608,Cc1ccc(C)c(N2CCN(c3ncnc4c3c(-c3ccccc3)cn4-c3ccccc3)CC2)c1,-6.06182
O=C(NCc1ccco1)N1CCc2c([nH]c3ccccc23)C1c1ccccc1F,1.1795096428542702,HIT105310257,O=C(NCc1ccco1)N1CCc2c([nH]c3ccccc23)C1c1ccccc1F,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:21885,O=C(NCc1ccco1)N1CCc2c([nH]c3ccccc23)[C@H]1c1ccccc1F,-6.53897
Cc1ccc(CNC(=O)N2CCN(Cc3nc4cccnc4n3-c3cccc(C)c3)CC2)cc1,2.291714809469359,HIT105358110,Cc1ccc(CNC(=O)N2CCN(Cc3nc4cccnc4n3-c3cccc(C)c3)CC2)cc1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_5.sdf:3232,Cc1ccc(CNC(=O)N2CCN(Cc3nc4cccnc4n3-c3cccc(C)c3)CC2)cc1,-6.11052
Cc1c(Cl)cccc1NC(=O)C1CC(=O)Nc2nc(SCc3ccccc3)[nH]c(=O)c21,1.8189136099118552,HIT105371810,Cc1c(Cl)cccc1NC(=O)C1CC(=O)Nc2nc(SCc3ccccc3)[nH]c(=O)c21,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:3031,Cc1c(Cl)cccc1NC(=O)[C@H]1CC(=O)Nc2nc(SCc3ccccc3)[nH]c(=O)c21,-6.88436
O=C(Nc1cccc(Cl)c1Cl)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc3c(c1)OCO3)N2,1.3816866372793664,HIT105394115,O=C(Nc1cccc(Cl)c1Cl)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc3c(c1)OCO3)N2,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:2208,O=C(Nc1cccc(Cl)c1Cl)c1cc2n(n1)[C@H](C(F)(F)F)C[C@@H](c1ccc3c(c1)OCO3)N2,-6.00153
Cc1ccc(-c2noc(-c3cccn(CC(=O)Nc4cc(F)ccc4C)c3=O)n2)cc1,2.2937235808094414,HIT105411869,Cc1ccc(-c2noc(-c3cccn(CC(=O)Nc4cc(F)ccc4C)c3=O)n2)cc1,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:39297,Cc1ccc(-c2noc(-c3cccn(CC(=O)Nc4cc(F)ccc4C)c3=O)n2)cc1,-5.97248
Cc1cccc(NC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2ccc(Br)cc2)N3)n1,1.5471605179597017,HIT105433663,Cc1cccc(NC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2ccc(Br)cc2)N3)n1,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_8.sdf:8761,Cc1cccc(NC(=O)c2cc3n(n2)[C@H](C(F)(F)F)C[C@@H](c2ccc(Br)cc2)N3)n1,-6.46167
COc1ccc(NC(=O)CSc2nc3c(oc4ccccc43)c(=O)n2-c2ccccc2F)cc1,0.5035428613686155,HIT105463896,COc1ccc(NC(=O)CSc2nc3c(oc4ccccc43)c(=O)n2-c2ccccc2F)cc1,-8.4,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:6295,COc1ccc(NC(=O)CSc2nc3c(oc4ccccc43)c(=O)n2-c2ccccc2F)cc1,-5.89321
CCc1ccc(NC(=O)N2CCc3c([nH]c4ccc(Cl)cc34)C2c2ccc(C)cc2)cc1,1.7647145083376798,HIT105499276,CCc1ccc(NC(=O)N2CCc3c([nH]c4ccc(Cl)cc34)C2c2ccc(C)cc2)cc1,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:22135,CCc1ccc(NC(=O)N2CCc3c([nH]c4ccc(Cl)cc34)[C@@H]2c2ccc(C)cc2)cc1,-5.87036
O=C(CN1C(=O)CSC(c2ccc(F)cc2)c2c(-c3ccccc3)nn(-c3ccccc3Cl)c21)NCc1ccco1,1.3930661674268263,HIT105501527,O=C(CN1C(=O)CSC(c2ccc(F)cc2)c2c(-c3ccccc3)nn(-c3ccccc3Cl)c21)NCc1ccco1,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_2.sdf:6146,O=C(CN1C(=O)CS[C@@H](c2ccc(F)cc2)c2c(-c3ccccc3)nn(-c3ccccc3Cl)c21)NCc1ccco1,-6.69496
CC1CCCC2CCCN(C(=O)c3cc4nc5c(c(C(F)(F)F)n4n3)CCc3ccccc3-5)C12,1.7921128079645519,HIT105534151,CC1CCCC2CCCN(C(=O)c3cc4nc5c(c(C(F)(F)F)n4n3)CCc3ccccc3-5)C12,-8.4,ligprep_chemdiv-stock1_01_400000_split-10_3.sdf:10461,C[C@@H]1CCC[C@H]2CCCN(C(=O)c3cc4nc5c(c(C(F)(F)F)n4n3)CCc3ccccc3-5)[C@H]21,-6.03559
COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)c3ccccc3Cl)cc2)C(=O)N(c2ccc(F)cc2)C1=O,2.262804049156278,HIT105540852,COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)c3ccccc3Cl)cc2)C(=O)N(c2ccc(F)cc2)C1=O,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:16414,COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)c3ccccc3Cl)cc2)C(=O)N(c2ccc(F)cc2)C1=O,-7.36154
O=C(c1ccco1)N1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccc(F)cc2)CC1,1.6753799405337457,HIT105599966,O=C(c1ccco1)N1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccc(F)cc2)CC1,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_1.sdf:12454,O=C(c1ccco1)N1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccc(F)cc2)CC1,-6.01853
Cc1ccc(-c2nc3c(cnn3-c3ccccc3)c(=O)n2-c2ccc(Cl)cc2)cc1,1.128587892013732,HIT105657089,Cc1ccc(-c2nc3c(cnn3-c3ccccc3)c(=O)n2-c2ccc(Cl)cc2)cc1,-8.4,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:35350,Cc1ccc(-c2nc3c(cnn3-c3ccccc3)c(=O)n2-c2ccc(Cl)cc2)cc1,-6.56877
